Federal Provider Number,Provider Name,Overall Rating,Health Inspection Rating,QM Rating,Staffing Rating,RN Staffing Rating,Processing Date
15191,BROWN NURSING HOME,2,1,5,3,2,4/1/2016
395713,WILLOWS OF PRESBYTERIAN SENIOR,4,4,2,4,5,4/1/2016
35190,CATALINA POST ACUTE AND REHABILITATION,2,2,1,4,4,4/1/2016
146089,GOOD SAMARITAN - FLANAGAN,3,3,2,3,4,4/1/2016
285222,"HERITAGE OF EMERSON, INC.",5,5,3,4,4,4/1/2016
225727,BEAUMONT REHAB & SKILLED NURSING CTR - NATICK,3,2,4,4,5,4/1/2016
56008,GUARDIAN REHABILITATION HOSPITAL,5,3,5,4,3,4/1/2016
155543,HICKORY CREEK AT HUNTINGTON,3,3,5,1,2,4/1/2016
45256,SHERIDAN HEALTHCARE AND REHABILITATION CENTER,4,4,4,3,2,4/1/2016
676314,LA HACIENDA NURSING & REHAB CENTER,3,3,3,2,2,4/1/2016
425096,VALLEY FALLS TERRACE,4,4,3,2,1,4/1/2016
445472,SHANNONDALE OF MARYVILLE HEALTH CARE CENTER,5,5,5,5,5,4/1/2016
55271,LA SIERRA CARE CENTER,5,5,5,2,4,4/1/2016
445453,FOREST COVE NURSING AND REHAB CENTER,3,3,2,3,3,4/1/2016
275093,ST LUKE COMMUNITY NURSING HOME,5,5,3,4,5,4/1/2016
465115,WASHINGTON TERRACE CENTER,1,1,2,3,3,4/1/2016
245436,PARKVIEW CARE CENTER WELLS INC,1,1,4,3,4,4/1/2016
155005,PROVIDENCE ANDERSON,1,1,4,3,3,4/1/2016
505070,LIFE CARE CENTER OF RICHLAND,3,2,4,4,5,4/1/2016
55551,PROVIDENCE SUN VILLA,2,1,5,3,1,4/1/2016
115534,AZALEALAND NURSING HOME,5,4,5,2,3,4/1/2016
215099,WILSON HEALTH CARE CENTER,4,3,4,4,5,4/1/2016
495156,AVANTE AT ROANOKE,2,2,3,2,3,4/1/2016
55626,HEALTHCARE CENTRE OF FRESNO,4,3,2,4,4,4/1/2016
195636,GUARDIAN HEALTHCARE AND REHABILITATION,4,3,5,3,2,4/1/2016
445184,PALMYRA HEALTH CARE CENTER,2,2,2,2,2,4/1/2016
65356,LIFE CARE CENTER OF COLORADO SPRINGS,2,2,4,3,4,4/1/2016
45412,WILLOWBEND AT MARION,3,3,3,3,2,4/1/2016
15047,"NORTHWAY HEALTH AND REHABILITATION, LLC",3,3,3,3,2,4/1/2016
335197,MONROE COMMUNITY HOSPITAL,1,2,1,3,3,4/1/2016
175474,CHAPMAN VALLEY MANOR,5,5,5,5,5,4/1/2016
366366,PINE GROVE HEALTHCARE CENTER,5,5,5,3,3,4/1/2016
335322,HORNELL GARDENS,2,2,1,4,4,4/1/2016
105475,LAKE VIEW CARE CENTER AT DELRAY,2,1,5,4,4,4/1/2016
195403,MAISON DE'VILLE NURSING HOME OF HARVEY,2,3,4,1,1,4/1/2016
335612,BAPTIST HEALTH N  &  R,2,1,2,4,3,4/1/2016
365837,OAK GROVE MANOR,2,2,1,4,5,4/1/2016
395502,OAKWOOD HEIGHTS,3,3,3,2,4,4/1/2016
365907,FRANCISCAN CARE CTR SYLVANIA,4,4,5,1,1,4/1/2016
185175,TREYTON OAK TOWERS,4,3,2,4,3,4/1/2016
155330,SALEM CROSSING,5,4,5,4,4,4/1/2016
56074,WINDSOR CHICO CREEK CARE AND REHAB CENTER,2,1,2,4,4,4/1/2016
185259,RIVERS EDGE NURSING AND REHABILITATION CENTER,4,4,2,3,3,4/1/2016
675392,SAN JACINTO MANOR,1,3,1,1,2,4/1/2016
335104,THE HERITAGE REHABILITATION AND HEALTH CARE CENTER,5,5,3,3,3,4/1/2016
255294,GREENBOUGH HEALTH AND REHABILITATION CENTER,4,4,4,3,3,4/1/2016
245545,FAIR MEADOW NURSING HOME,4,4,4,4,3,4/1/2016
105237,WEST BROWARD REHABILITATION AND HEALTHCARE,5,4,5,4,3,4/1/2016
145623,REGENCY CARE OF MORRIS,2,1,4,4,4,4/1/2016
145403,ALDEN POPLAR CREEK REHAB & HCC,2,2,4,3,5,4/1/2016
115665,COASTAL MANOR,4,5,1,3,2,4/1/2016
215324,"FUTURE CARE CHARLES VILLAGE, LLC",3,3,4,3,4,4/1/2016
04A325,BROOKSIDE HEALTH AND REHABILITATION CENTER,4,5,1,4,3,4/1/2016
155770,VILLAS OF GUERIN WOODS,4,5,1,5,5,4/1/2016
265166,"NHC HEALTHCARE, ST CHARLES",5,4,5,3,3,4/1/2016
315336,"GARDENS AT MONROE HEALTHCARE AND REHABILITATION, T",5,3,5,4,5,4/1/2016
175240,"PROMISE SKILLED NURSING FACILITY OF OVERLAND PARK,",2,2,3,2,3,4/1/2016
146161,SOUTHVIEW MANOR NURSING CENTER,5,3,5,5,5,4/1/2016
345383,SCOTTISH PINES REHABILITATION AND NURSING CENTER,3,3,3,2,2,4/1/2016
555388,WEST ANAHEIM EXTENDED CARE,3,2,4,4,3,4/1/2016
106052,HAVEN OF OUR LADY OF PEACE,5,5,2,3,2,4/1/2016
185402,HENDERSON NURSING AND REHABILITATION CENTER,1,1,1,1,2,4/1/2016
345243,BRIAN CENTER HEALTH & REHAB/CH,2,2,3,2,3,4/1/2016
106036,CITRUS HILLS HEALTH & REHABILITATION CENTER,2,2,2,3,3,4/1/2016
185218,SOMERSET NURSING AND REHABILITATION FACILITY,4,5,1,2,2,4/1/2016
395345,RIVER RUN REHABILITATION AND NURSING CENTER,1,1,1,2,3,4/1/2016
676365,WILLOW PARK REHABILITATION AND CARE CENTER,4,5,3,1,1,4/1/2016
445145,GOLDEN LIVINGCENTER - MOUNTAIN VIEW,2,1,5,2,3,4/1/2016
145269,HOPE CREEK CARE CENTER,1,1,1,3,2,4/1/2016
165387,PRIMGHAR REHAB & CARE CENTER,2,1,5,5,5,4/1/2016
195291,HERITAGE MANOR HEALTH & REHAB,2,2,3,3,3,4/1/2016
56250,SHERMAN OAKS HEALTH & REHAB,3,3,4,2,1,4/1/2016
445483,APPALACHIAN CHRISTIAN VILLAGE,3,3,4,3,2,4/1/2016
525328,GOLDEN LIVINGCENTER-COURT MANOR,4,4,3,3,5,4/1/2016
265489,ST GENEVIEVE CARE CENTER INC,4,2,5,5,5,4/1/2016
495002,SOUTH ROANOKE NURSING HOME INC,5,5,2,4,4,4/1/2016
505016,GRAYS HARBOR HEALTH & REHABILITATION CENTER,4,2,5,4,4,4/1/2016
455477,LAKE JACKSON HEALTHCARE CENTER,3,2,5,2,2,4/1/2016
555380,ENCINO HOSPITAL MEDICAL CENTER D/P SNF,4,4,3,4,4,4/1/2016
205105,WESTGATE CENTER FOR REHAB & ALZHEIMERS CARE,5,4,5,4,4,4/1/2016
675923,MARBRIDGE VILLA,3,3,2,2,1,4/1/2016
235322,OAKRIDGE MANOR NURSING & REHAB CENTER LLC,1,1,2,1,2,4/1/2016
315195,BERKELEY HEIGHTS NURSING AND REHABILITATION CENTER,5,4,5,5,5,4/1/2016
115563,WESTBURY MEDICAL CARE AND REHAB,1,2,4,1,1,4/1/2016
145686,MORTON TERRACE H & R CENTRE,1,1,3,1,1,4/1/2016
55361,VISTA PACIFICA CONVALESCENT HOSPITAL,3,2,5,2,1,4/1/2016
425373,EMERITUS AT GREENVILLE,2,2,2,3,3,4/1/2016
45145,WHITE RIVER MEDICAL CENTER RECUPERATION CENTER,5,5,5,5,5,4/1/2016
676131,THE SUMMIT AT LAKEWAY HEALTHCARE CENTER,5,3,5,5,5,4/1/2016
285246,CHRISTIAN HOMES HEALTH CARE CENTER,1,1,2,3,3,4/1/2016
165489,GOLDENROD MANOR,4,3,5,3,4,4/1/2016
145422,FAIR HAVENS CHRISTIAN HOME,3,2,3,4,3,4/1/2016
75352,"CONNECTICUT BAPTIST HOMES, INC",4,3,3,4,4,4/1/2016
396071,CLEPPER MANOR,2,2,3,3,3,4/1/2016
445114,WESTMORELAND HEALTH AND REHABILITATION CENTER,1,2,2,1,2,4/1/2016
105654,WESTCHESTER GARDENS REHABILITATION CARE CENTER,5,4,5,4,4,4/1/2016
555444,MANORCARE HEALTH SERVICES (SUNNYVALE),5,3,5,4,5,4/1/2016
115692,MEDICAL MANAGEMENT HEALTH AND REHAB CENTER,1,1,2,1,1,4/1/2016
105735,ORANGE CITY NURSING AND REHAB CENTER,5,3,5,4,3,4/1/2016
505211,PUYALLUP NURSING AND REHABILITATION CENTER,3,3,4,3,3,4/1/2016
555671,TERRACE VIEW CARE CENTER,5,4,5,4,4,4/1/2016
155589,MILLER'S MERRY MANOR,5,5,5,4,5,4/1/2016
105571,PALM GARDEN OF GAINESVILLE,3,2,2,4,3,4/1/2016
435118,PRAIRIE VIEW CARE CENTER,2,1,2,4,5,4/1/2016
145999,GROSSE POINTE MANOR,4,4,2,2,3,4/1/2016
395870,SOUTH FAYETTE NURSING CENTER,4,3,5,3,3,4/1/2016
225449,HATHORNE HILL,4,3,4,4,5,4/1/2016
675140,DOVE HILL CARE CENTER AND VILLAS,4,4,5,1,2,4/1/2016
145427,INTEGRITY HC OF ALTON,1,1,1,1,2,4/1/2016
265786,ROSEWOOD HEALTH AND REHAB CENTER,2,1,2,4,4,4/1/2016
675691,HUNTSVILLE HEALTH CARE CENTER,1,2,1,1,2,4/1/2016
335506,BRONX CENTER FOR REHAB HEALTH,2,3,4,1,1,4/1/2016
215203,RIVERVIEW REHABILITATION & HEALTH CENTER,2,2,2,2,2,4/1/2016
55916,KAWEAH MANOR CONVALESCENT HOSPITAL,1,1,4,3,2,4/1/2016
265772,"VILLAS-A STONEBRIDGE COMMUNITY, THE",3,2,5,3,3,4/1/2016
675975,VILLAGE CREEK REHABILITATION AND NURSING CENTER,2,3,4,1,1,4/1/2016
145949,HILLCREST HOME,4,4,4,4,4,4/1/2016
55922,COURTYARD HEALTH CARE CENTER,4,4,4,2,4,4/1/2016
425309,DR RONALD E MCNAIR NURSING & REHABILITATION CENTER,2,2,4,2,2,4/1/2016
225714,NEW ENGLAND HEALTH CENTER,2,1,2,5,5,4/1/2016
366177,CUMBERLAND POINTE CARE CENTER,1,1,2,3,3,4/1/2016
505373,PRESTIGE POST-ACUTE AND REHAB CENTER - CENTRALIA,1,1,3,3,3,4/1/2016
225528,CLARK HOUSE NURSING CENTER AT FOX HILL,4,3,4,5,5,4/1/2016
385273,PIONEER NURSING HOME,4,3,2,5,5,4/1/2016
06A175,WALSH HEALTHCARE CENTER,4,4,3,4,3,4/1/2016
175497,RIVERVIEW ESTATES,4,4,1,5,5,4/1/2016
285152,MORYS HAVEN,5,4,5,4,5,4/1/2016
155830,HARRISON'S CROSSING HEALTH CAMPUS,,,,,,4/1/2016
555623,HEMET VALLEY HEALTHCARE CENTER,5,4,3,5,5,4/1/2016
395646,OAK HILL NURSING AND REHAB CEN,2,2,3,2,3,4/1/2016
395832,LEBANON VALLEY HOME THE,5,5,5,4,4,4/1/2016
495107,PINEY FOREST HEALTH AND REHABILITATION CENTER,4,4,3,2,2,4/1/2016
145631,NEWMAN REHAB & HEALTH CARE CTR,2,3,2,1,1,4/1/2016
675415,LAS PALMAS HEALTHCARE CENTER,2,3,4,1,2,4/1/2016
525465,CEDAR LAKE HEALTH AND REHAB CENTER,4,4,4,4,4,4/1/2016
45367,WINDCREST HEALTH AND REHAB INC,4,4,4,3,3,4/1/2016
235458,THE LODGE AT MAPLECREEK,2,2,3,3,2,4/1/2016
495218,BRIAN CENTER HEALTH AND REHABILITATION,1,1,2,3,2,4/1/2016
365886,PRISTINE SENIOR LIVING & POST-ACUTE CARE OF TOLEDO,1,1,4,1,1,4/1/2016
675996,RIVER OAKS HEALTH AND REHABILITATION CENTER,1,1,2,2,2,4/1/2016
105792,LIFE CARE CENTER OF WINTER HAVEN,4,3,5,3,3,4/1/2016
345010,GOLDEN LIVINGCENTER - ASHEVILLE,1,1,1,2,3,4/1/2016
105612,SILVERCREST HEALTH AND REHABILITATION CENTER,5,4,5,4,4,4/1/2016
175183,VILLA ST JOSEPH,3,2,3,4,4,4/1/2016
235599,THE CARRIAGE HOUSE OF BAY CITY,2,1,4,4,4,4/1/2016
145704,APOSTOLIC CHRISTIAN HOME,5,3,5,4,5,4/1/2016
295023,CARSON NURSING AND REHABILITATION CENTER,4,4,4,3,5,4/1/2016
146150,CRAWFORD MEMORIAL HOSPITAL LTC,3,2,5,3,3,4/1/2016
515072,PINERIDGE,5,4,5,3,3,4/1/2016
555867,FOREST HILL MANOR HEALTH CENTER,5,4,5,4,3,4/1/2016
175417,FRANKFORT COMMUNITY CARE HOME,5,5,5,3,4,4/1/2016
365275,PARK VISTA RETIREMENT COMMUNIT,2,1,4,4,4,4/1/2016
515113,ST. MARY'S HOSPITAL,3,2,2,5,5,4/1/2016
15407,HEALTH CARE INC,2,1,4,4,4,4/1/2016
305018,DOVER CENTER FOR HEALTH & REHABILITATION,2,1,5,2,3,4/1/2016
235249,ST FRANCIS HOME,5,3,5,5,5,4/1/2016
395623,"GRANDVIEW HEALTH HOMES, INC",3,3,5,1,1,4/1/2016
115605,WAYCROSS HEALTH AND REHABILITATION,3,3,5,1,1,4/1/2016
15415,SPRINGHILL MANOR NURSING HOME,2,2,1,4,3,4/1/2016
395289,GOLDEN LIVINGCENTER-SOUTH HILLS,2,2,2,3,5,4/1/2016
415086,BROOKDALE - SMITHFIELD,2,1,4,4,5,4/1/2016
145729,CARLYLE HEALTHCARE CENTER,4,3,4,4,5,4/1/2016
335351,NATHAN LITTAUER HOSPITAL NURSING,4,2,5,4,4,4/1/2016
525712,CUMBERLAND MEM HSPTL ECU,5,4,5,4,5,4/1/2016
355109,SOURIS VALLEY CARE CENTER,2,2,2,3,5,4/1/2016
355099,GOOD SAMARITAN SOCIETY - MOTT,2,2,1,4,4,4/1/2016
195156,WILLOW WOOD AT WOLDENBERG VILLAGE,4,4,2,2,1,4/1/2016
555831,HERMAN HEALTH CARE CENTER,4,2,5,4,4,4/1/2016
425172,MAGNOLIA MANOR - GREENWOOD,3,2,5,2,2,4/1/2016
35003,THE TERRACES OF PHOENIX,2,1,5,4,4,4/1/2016
175255,PLAZA WEST REGIONAL HEALTH CENTER,5,3,5,4,4,4/1/2016
1.60E+72,ST ANTHONY'S REGIONAL HOSPITAL,4,3,2,4,5,4/1/2016
155121,ROSEWALK VILLAGE AT LAFAYETTE,5,3,5,4,4,4/1/2016
55894,BROADWAY BY THE SEA,5,4,5,5,5,4/1/2016
445458,FOUR OAKS HEALTH CARE CENTER,3,3,2,3,3,4/1/2016
165329,KINGSLEY SPECIALTY CARE,3,2,5,3,5,4/1/2016
185138,NAZARETH HOME,5,5,4,4,3,4/1/2016
165305,CHARITON SPECIALTY CARE,2,2,4,2,3,4/1/2016
35245,SUNVIEW HEALTH & REHABILITATION CENTER,4,4,3,4,4,4/1/2016
555682,MARYSVILLE POST-ACUTE,2,1,2,4,4,4/1/2016
395509,DRESHER HILL HEALTH AND REHAB,3,3,3,3,3,4/1/2016
415108,HARRIS HEALTH CARE CENTER-NORTH,4,3,2,4,5,4/1/2016
106084,"AVANTE AT OCALA, INC",3,2,5,3,2,4/1/2016
205067,COVE'S EDGE,5,4,3,5,5,4/1/2016
155211,HICKORY CREEK AT LEBANON,1,1,2,2,4,4/1/2016
495167,WYTHE CNTY COMMUNITY HOSP ECU,4,5,1,,,4/1/2016
45322,PIONEER THERAPY AND LIVING,5,4,5,4,3,4/1/2016
345303,THE LAURELS OF GREENTREE RIDGE,5,4,5,,,4/1/2016
445088,"NHC HEALTHCARE, SPRINGFIELD",3,2,3,4,4,4/1/2016
175389,"YATES OPERATOR, LLC",2,1,3,4,4,4/1/2016
225509,CARE ONE AT BROOKLINE,3,2,5,3,5,4/1/2016
365065,HARRISON PAVILION CARE CENTER,2,2,4,3,3,4/1/2016
555466,ASHBY CARE CENTER,2,2,5,1,1,4/1/2016
235003,MANISTEE COUNTY MEDICAL CARE FACILITY,4,3,2,4,5,4/1/2016
675651,SAN MARCOS REHABILITATION AND HEALTHCARE CENTER,2,1,5,1,1,4/1/2016
335507,ABSOLUT CTR FOR NURSING & REHAB ORCHARD PARK L L C,1,1,1,2,3,4/1/2016
155611,HOOSIER CHRISTIAN VILLAGE,4,3,4,4,4,4/1/2016
675840,LEXINGTON PLACE NURSING & REHABILITATION,3,4,4,1,2,4/1/2016
675540,LIBERTY HEALTH CARE CENTER,2,3,1,2,1,4/1/2016
445098,"NHC HEALTHCARE, KNOXVILLE",2,2,4,2,2,4/1/2016
205163,MID COAST SENIOR HEALTH CENTER,5,3,5,5,5,4/1/2016
50A181,COLUMBIA BASIN HOSPITAL,5,5,5,5,5,4/1/2016
255091,"LEXINGTON MANOR SENIOR CARE, LLC",3,3,4,3,2,4/1/2016
315327,FOUNTAIN VIEW CARE CENTER,4,2,5,4,4,4/1/2016
675081,GOLDEN ACRES LIVING AND REHABILITATION CENTER,1,1,4,1,2,4/1/2016
365090,WALNUT GROVE HEALTH AND REHABILITATION CENTER,4,4,3,3,5,4/1/2016
25A178,JASPER CO NH,3,3,1,5,5,4/1/2016
675230,PINE GROVE NURSING CENTER,2,1,5,3,3,4/1/2016
175176,INDIAN CREEK HEALTHCARE CENTER,3,2,5,2,3,4/1/2016
675141,CRESTVIEW HEALTHCARE RESIDENCE,1,3,1,1,1,4/1/2016
55141,RAMONA NURSING & REHABILITATION CENTER,4,3,4,4,4,4/1/2016
675494,KLEBERG COUNTY NURSING AND REHABILITATION LP,1,2,4,1,1,4/1/2016
335847,HOPKINS CENTER FOR REHABILITATION AND HEALTHCARE,2,3,3,1,2,4/1/2016
395867,LAKEVIEW HEALTHCARE AND REHABILITATION CENTER,4,3,5,3,5,4/1/2016
245337,GOLDEN LIVINGCENTER - LINDEN,1,1,3,2,2,4/1/2016
135075,VALLEY VISTA CARE CENTER OF ST MARIES,2,2,1,5,5,4/1/2016
345329,GATEWAY REHABILITATION AND HEALTHCARE,1,1,4,1,2,4/1/2016
375190,EASTGATE VILLAGE RETIREMENT CENTER,4,3,2,4,4,4/1/2016
105089,MANOR PINES CONVALESCENT CENTER,4,4,2,4,4,4/1/2016
365458,WOOD HAVEN HEALTH CARE SENIOR LIVING & REHAB,3,3,2,2,2,4/1/2016
366099,SPRINGFIELD NURSING & INDEPENDENT LIVING,4,3,5,2,2,4/1/2016
375434,HEAVENER MANOR,1,2,1,2,2,4/1/2016
155607,BETHEL MANOR,4,3,5,3,2,4/1/2016
245255,CERENITY CARE CENTER ON HUMBOLDT,4,3,2,4,4,4/1/2016
225515,D'YOUVILLE SENIOR CARE,4,3,4,4,4,4/1/2016
235649,VALLEY HEALTH CENTER,5,5,4,5,5,4/1/2016
515133,ANSTED CENTER,3,3,4,3,3,4/1/2016
56190,CHANDLER CONVALESCENT HOSPITAL,3,2,5,2,1,4/1/2016
366272,O'NEILL HEALTHCARE NORTH OLMSTED,5,4,4,5,5,4/1/2016
676096,BAYBROOKE VILLAGE CARE AND REHAB CENTER,5,5,4,3,3,4/1/2016
366260,BEACON POINTE REHAB CENTER,1,2,1,3,4,4/1/2016
145479,ATRIUM HEALTH CARE CENTER,3,2,5,2,3,4/1/2016
145948,BEMENT HEALTH CARE CENTER,1,1,2,2,4,4/1/2016
495211,MOUNT VERNON NURSING AND REHABILITATION CENTER,5,4,5,5,5,4/1/2016
235213,ALLEGAN COUNTY MEDICAL CARE FA,5,4,3,5,5,4/1/2016
56206,UNIVERSITY PARK HEALTHCARE CENTER,3,2,5,3,2,4/1/2016
106032,MAGNOLIA HEALTH AND REHABILITATION CENTER,2,1,5,5,5,4/1/2016
445157,CLAIBORNE AND HUGHES HLTH CNTR,1,1,3,2,3,4/1/2016
395403,HARRISON SENIOR LIVING OF CHRISTIANA,1,1,3,3,3,4/1/2016
105821,TAYLOR CARE CENTER,3,2,5,3,2,4/1/2016
215069,MANORCARE HEALTH SERVICES - DULANEY,2,1,5,3,4,4/1/2016
275125,THE LIVING CENTRE,3,2,4,4,5,4/1/2016
2.80E+279,ROCK COUNTY HOSPITAL LTC,4,4,3,4,4,4/1/2016
185254,RIDGEWAY NURSING & REHABILITATION FACILITY,1,1,1,2,2,4/1/2016
395286,BROAD MOUNTAIN HEALTH AND REHABILITATION CENTER,2,1,5,2,3,4/1/2016
395273,GOLDEN LIVINGCENTER-SCRANTON,1,1,2,2,3,4/1/2016
455705,THE MONTEVISTA AT CORONADO,3,2,5,3,3,4/1/2016
495126,WADDELL NURSING AND REHAB CENTER,3,4,1,4,4,4/1/2016
445119,"NHC HEALTHCARE, SOMERVILLE",4,3,5,3,4,4/1/2016
366074,AULTMAN TRANSITIONAL CARE CENTER,4,4,4,3,3,4/1/2016
365624,PERRYSBURG CARE AND REHABILITATION CENTER,1,2,1,1,2,4/1/2016
175226,WINDSOR PLACE AT IOLA LLC,3,2,2,4,5,4/1/2016
65307,MANTEY HEIGHTS REHABILITATION AND CARE CENTER,4,4,3,4,4,4/1/2016
495357,OUR LADY OF THE VALLEY,4,3,5,2,1,4/1/2016
235320,LAHSER HILLS CARE CENTRE,3,3,3,3,2,4/1/2016
265360,LEWIS COUNTY NURSING HOME DISTRICT,3,3,1,4,3,4/1/2016
365441,LAKE POINTE REHABILITATION AND NURSING CENTER,1,1,2,2,2,4/1/2016
255222,TRINITY HEALTHCARE CENTER,4,3,2,4,3,4/1/2016
155295,CLINTON HOUSE HEALTH AND REHAB CENTER,1,1,3,2,3,4/1/2016
225230,TIMBERLYN EAST NURSING AND REHABILITATION,2,2,2,3,5,4/1/2016
155386,LAURELS OF DEKALB,4,5,1,3,3,4/1/2016
365440,ARLINGTON CARE CENTER,1,1,3,3,3,4/1/2016
115304,PRUITTHEALTH - LAFAYETTE,5,5,5,4,4,4/1/2016
505315,MIRA VISTA CARE CENTER,3,2,3,4,4,4/1/2016
65328,LONGMONT UNITED HOSPITAL T C U,5,4,5,4,5,4/1/2016
395889,JAMESON MEMORIAL HOSPITAL TCU,4,3,2,5,5,4/1/2016
115506,PRUITTHEALTH - FAIRBURN,5,5,4,2,2,4/1/2016
366358,OTTERBEIN NORTH SHORE,5,5,5,5,5,4/1/2016
366336,ELMWOOD NURSING HOME,4,4,3,3,3,4/1/2016
395674,GOLDEN LIVINGCENTER-UNIONTOWN,4,4,2,2,3,4/1/2016
15167,MARION REGIONAL NURSING HOME,2,1,5,3,2,4/1/2016
425128,WHITE OAK MANOR - CHARLESTON,5,5,3,4,5,4/1/2016
185381,SIGNATURE HEALTHCARE OF HART COUNTY REHAB & WELLNE,2,2,2,2,4,4/1/2016
345093,MARYFIELD NURSING HOME,5,5,3,4,4,4/1/2016
675532,UVALDE HEALTHCARE AND REHABILITATION CENTER,1,1,1,1,1,4/1/2016
165522,PARKVIEW MANOR CARE CENTER,4,3,2,4,5,4/1/2016
366327,GLENDALE PLACE CARE CENTER,3,3,4,3,3,4/1/2016
395436,HICKORY HOUSE NURSING HOME,2,1,2,4,5,4/1/2016
455638,GREENVIEW MANOR,4,4,2,2,2,4/1/2016
235179,CHRISTIAN PARK VILLAGE,5,5,4,3,3,4/1/2016
445396,ROAN HIGHLANDS NURSING CENTER,5,5,4,2,3,4/1/2016
165046,MERCY MEDICAL CENTER,3,4,1,,,4/1/2016
135081,MINI-CASSIA CARE CENTER,1,1,2,,,4/1/2016
185264,CHARLESTON HEALTH CARE CENTER,1,1,4,3,3,4/1/2016
155242,SIGNATURE HEALTHCARE OF MUNCIE,5,4,5,4,4,4/1/2016
425170,"SAINT MATTHEWS HEALTH CARE, LLC",4,4,2,3,3,4/1/2016
315434,VAN DYK MANOR OF RIDGEWOOD,5,4,5,4,5,4/1/2016
315058,GOLDEN REHABILITATION AND NURSING CENTER,2,2,3,3,3,4/1/2016
146177,RESTHAVE HOME-WHITESIDE COUNTY,,,,,,4/1/2016
366396,"LAURELS OF ATHENS, THE",3,2,3,4,4,4/1/2016
225562,MILFORD CENTER,1,1,1,4,4,4/1/2016
395825,WATSONTOWN NURSING AND REHABILITATION CENTER,2,1,5,2,2,4/1/2016
195458,GUEYDAN MEMORIAL GUEST HOME,3,4,1,3,2,4/1/2016
445069,"NHC HEALTHCARE, MILAN",5,5,4,3,3,4/1/2016
525507,GOLDEN AGE MANOR,1,1,1,4,4,4/1/2016
265652,CUBA MANOR INC,4,4,2,3,3,4/1/2016
555391,FREEDOM VILLAGE HEALTHCARE CENTER,4,2,5,5,5,4/1/2016
75370,BRIDGEPORT HEALTH CARE CENTER,2,1,5,4,3,4/1/2016
365277,DIVERSICARE OF BRADFORD PLACE,2,1,4,4,4,4/1/2016
145261,PINE ACRES REHAB & LIVING CTR,4,3,2,4,5,4/1/2016
55619,PROVIDENCE ONTARIO,2,1,5,3,2,4/1/2016
245502,BENEDICTINE CARE COMMUNITY,2,3,1,3,3,4/1/2016
355126,ST GABRIEL'S COMMUNITY,3,2,3,5,5,4/1/2016
315331,ALARIS HEALTH AT PASSAIC COUNTY,5,3,5,4,5,4/1/2016
465168,ROCKY MOUNTAIN CARE - RIVERTON,4,2,5,5,5,4/1/2016
105603,RIVIERA PALMS REHABILITATION CENTER,3,2,5,3,3,4/1/2016
555545,THE COVE AT LA JOLLA,5,4,5,5,5,4/1/2016
365026,WEXNER HERITAGE HOUSE,3,2,3,5,5,4/1/2016
255268,NEW ALBANY HEALTH & REHAB CENTER,1,1,1,3,2,4/1/2016
15129,ATMORE NURSING CENTER,5,4,5,3,3,4/1/2016
395765,MARIAN MANOR CORPORATION,3,2,5,3,3,4/1/2016
365794,PATASKALA OAKS CARE CENTER,1,1,3,3,4,4/1/2016
285208,COMMUNITY PRIDE CARE CENTER,5,4,5,4,5,4/1/2016
365604,GREEN MEADOWS HLTH & WELLNESS CTR,1,2,2,1,2,4/1/2016
55493,MID-TOWN OAKS POST-ACUTE,5,5,5,5,5,4/1/2016
195177,TRINITY NEUROLOGIC REHABILITATION CENTER,1,2,1,3,3,4/1/2016
315262,HARROGATE,4,2,5,5,5,4/1/2016
225709,TIMOTHY DANIELS HOUSE,5,4,5,5,5,4/1/2016
55099,CREEKSIDE HEALTHCARE CENTER,5,4,5,4,5,4/1/2016
105978,GULF SHORE REHABILITATION AND NURSING CENTER,2,3,1,2,2,4/1/2016
15154,FAYETTE MEDICAL CENTER LONG TERM CARE UNIT,2,3,1,3,3,4/1/2016
365899,OAK CREEK TERRACE INC,3,4,3,1,1,4/1/2016
445463,BELLS NURSING AND REHABILITATION CENTER,4,4,3,4,3,4/1/2016
55372,ELMCREST CARE CENTER,2,2,3,2,2,4/1/2016
145908,AMBERWOOD CARE CENTRE,3,3,5,1,2,4/1/2016
435068,GOLDEN LIVINGCENTER - WATERTOWN,5,5,3,3,5,4/1/2016
355110,ELM CREST MANOR,3,2,4,4,4,4/1/2016
555065,VIEW PARK CONV HOSP,2,1,5,5,5,4/1/2016
335371,ABSOLUT CTR FOR NURSING & REHAB ENDICOTT L L C,1,1,1,3,2,4/1/2016
285066,THE AMBASSADOR LINCOLN,4,3,2,5,5,4/1/2016
675858,PARAMOUNT SENIOR CARE CENTERS AT SAN ANTONIO,3,3,4,3,3,4/1/2016
415115,"NANCY ANN NURSING HOME, INC.",3,2,4,5,5,4/1/2016
365597,WESTMORELAND PLACE,1,1,2,3,2,4/1/2016
195617,LANE NSG HOME AN AFFILIATE OF LANE REG MEDICAL CTR,2,2,2,3,2,4/1/2016
535048,WORLAND HEALTHCARE AND REHABILITATION CENTER,4,4,2,4,5,4/1/2016
215189,CALVERT MANOR HEALTH CARE CENT,5,5,4,4,5,4/1/2016
675833,REGENT CARE CENTER OAKWELL FARMS,2,3,4,1,2,4/1/2016
175491,HOEGER HOUSE,3,2,2,5,5,4/1/2016
165403,HAWKEYE CARE CENTER SIOUX RAPIDS,4,4,4,3,5,4/1/2016
675433,GREEN ACRES OF HUNTSVILLE,1,1,2,3,3,4/1/2016
